Product Description,Price(Dollar),Number of  reviews,category
"ASUS ProArt Station PD5 prebuilt Desktop, Intel Core i7 Processor, 32GB DDR4, 1TB PCIe SSD, Nvidia RTX 3070, Windows 11 Home, PD500TC-PH778, Black","1,999",5,amazon_laptop
"HP 2022 Newest 15 15.6"" Laptop Computer, Intel Core i3 1115G4 up to 3.2GHz (Beat i5-10210U), 8GB DDR4 RAM, 256GB PCIe SSD, WiFi 6, Bluetooth, Natural Silver, Windows 11 S, BROAG 64GB Flash Drive",882,4,amazon_laptop
Acer Nitro 50 N50-640-UR12 Gaming Desktop | 12th Gen Intel Core i5-12400F 6-Core Processor | NVIDIA GeForce RTX 3060 | 16GB 3200MHz DDR4 | 512GB SSD | 1TB HDD | Intel Wi-Fi 6E AX211 | Windows 11 Home,"1,198",54,amazon_laptop
"Acer TravelMate P6 P614-52 TMP614-52-73EJ 14"" Notebook - WUXGA - 1920 x 1200 - Intel Core i7 11th Gen i7-1165G7 Quad-core (4 Core) 2.80 GHz - 16 GB RAM - 1 TB SSD - Galaxy Black","1,435",22,amazon_laptop
"Lenovo ThinkBook 14s Yoga G2 IAP 21DM003LUS 14"" Touchscreen Notebook - Full HD - 1920 x 1080 - Intel Core i5 12th Gen i5-1235U Deca-core (10 Core) - 8 GB Total RAM - 8 GB On-Board Memory - 256 GB SSD",943,21,amazon_laptop
Lenovo Ideapad Premium 17.3 HD+ LED Backlight Laptop Bundle Woov Accessory | AMD Ryzen 7 3700U | 12GB DDR4 | 512GB SSD+1TB HDD | Media Card Reader | AMD Radeon Vega 10 | Windows 10 | Platinum Gray,751,3,amazon_laptop
"Acer Spin 5 Convertible Laptop, 13.5"" 2256 x 1504 IPS Touch | 10th Gen Intel Core i5-1035G4 | 8GB LPDDR4 | 256GB NVMe SSD | WiFi 6 | Backlit KB | FPR | Active Stylus | Windows 10 Pro | SP513-54N-58XD","1,099",70,amazon_laptop
"Lenovo ThinkBook 15 G4 IAP 21DJ00G5US 15.6"" Touchscreen Notebook - Full HD - 1920 x 1080 - Intel Core i7 12th Gen i7-1255U Deca-core (10 Core) 1.70 GHz - 16 GB Total RAM - 8 GB On-Board Memory - 512","1,007",462,amazon_laptop
HP SBUY Elite 800 G8 DM I511500T/8GB/256GB,922,1,amazon_laptop
"2022 HP Pavilion 17 Laptop Computer, Intel Core i3-1115G4(Beat i5-8250U), 16GB RAM, 256GB PCIe SSD, 17.3 FHD IPS Screen, Wi-Fi, Webcam, Bluetooth, Long Battery Life, Windows 11, ROKC MP(Lastest Model)",589,1,amazon_laptop
"Acer Aspire 3 17.3"" HD+ Laptop|Intel Core I3-1115G4|8GB RAM|256GB SSD|11th Gen Intel Core I3|Intel Uhd Graphics|Windows 11 Home|Silver|Webcam Widescreen Display|EAT Mouse Pad",399,,amazon_laptop
"MSI Pulse GL66 15.6"" FHD Gaming Laptop Intel Core i5-11400H RTX3050 8GB 512GBNVMe SSD Win11 - Gray (11UCK-1250)",949,,amazon_laptop
"Dell Chromebook 11 3000 3100 11.6"" Touchscreen Convertible 2 in 1 Chromebook - HD - 1366 x 768 - Intel Celeron N4020 Dual-core (2 Core) 1.10 GHz - 8 GB RAM - 32 GB Flash Memory - Black",621,,amazon_laptop
"HP Elite Dragonfly Chromebook Core i5-1235U 8GB 128GB SSD ax BT FR WC 13.5"" QHD+ MT Chrome Ent OS","1,346",,amazon_laptop
AWOW 10.1 Inch Windows 10 Tablet 2-in-1 Touchscreen Mini Laptop with Detachable Keyboard/IPS 1280x800 /4GB RAM /32GB ROM/Dual Webcam/Bluetooth 4.2/WiFi/HDMI/Micro SD,219,,amazon_laptop
"HP Dragonfly Folio G3 13.5"" Touchscreen Convertible 2 in 1 Notebook - WUXGA+ - 1920 x 1280 - Intel Core i7 12th Gen i7-1255U Deca-core (10 Core) 1.70 GHz - 32 GB Total RAM - 32 GB On-Board Memory -","2,378",,amazon_laptop
"HP 2023 15'' HD IPS Laptop, Windows 11, Intel Celeron Processor Up to 2.80GHz, 8GB RAM, 128GB SSD, HDMI, Super-Fast 6th Gen WiFi (Renewed)",269,,amazon_laptop
"HP Stream 14-inch Laptop, Intel Celeron N4000, 4 GB RAM, 64 GB eMMC, Windows 10 Home in S Mode With Office 365 Personal For 1 Year (14-cb187nr, Diamond White)",228,,amazon_laptop
"MSI Summit E13 Flip EVO Professional Laptop: 13"" IPS-Level Touch Screen, Intel core i5-1135G7, Iris Xe, 16GB RAM, 512GB NVMe SSD, Win10 PRO, Ink Black (A11MT-095)","1,126",,amazon_laptop
"HP EliteBook 655 G9 15.6"" Notebook - Full HD - 1920 x 1080 - AMD Ryzen 5 PRO 5675U Hexa-core (6 Core) 2.30 GHz - 16 GB Total RAM - 512 GB SSD","1,144",,amazon_laptop
"HP EliteOne 800 G6 All-in-One Computer - Intel Core i7 10th Gen i7-10700 Octa-core (8 Core) 2.90 GHz - 16 GB RAM DDR4 SDRAM - 256 GB NVMe M.2 PCI Express SSD - 23.8"" Full HD 1920 x 1080 - Desktop","1,384",,amazon_laptop
"HP ZBook Fury G9 16"" Mobile Workstation - WUXGA - 1920 x 1200 - Intel Core i7 12th Gen i7-12800HX Hexadeca-core (16 Core) - 32 GB Total RAM - 1 TB SSD","2,628",315,amazon_laptop
"Lenovo 500e Chromebook Gen 3 82JB0001US 11.6"" Touchscreen Rugged 2 in 1 Chromebook - HD - 1366 x 768 - Intel Celeron N5100 Quad-core (4 Core) 1.10 GHz - 4 GB RAM - 32 GB Flash Memory - Gray - Int",404,1,amazon_laptop
"ASUS Vivobook S 16 Flip 16 WUXGA Touch, AMD Ryzen 7 7730U CPU, AMD Radeon Vega 7 Graphics, 8GB RAM, 1TB SSD, Fingerprint Sensor, Stylus Supported, Windows 11 Home, Midnight Black, TN3604YA-DS74T",899,3,amazon_laptop
"HP 11-v010wm 11.6"" Chromebook, Chrome, Intel Celeron N3060 Processor, 4GB RAM, 16GB eMMC Drive",139,164,amazon_laptop
Samsung Galaxy Tab E Lite 7.0in 8GB Wi-Fi (White) (Renewed),106,30,amazon_laptop
"Acer Chromebook Spin 513 R841T R841T-S5VA 13.3"" Yes 2 in 1 Chromebook - Full HD - 1920 x 1080 - Qualcomm Kryo 468 Octa-core (8 Core) 2.4GHz - 8GB RAM - 64GB Flash Memory,Black",431,11,amazon_laptop
"Lenovo ThinkBook 14 G4 ABA 21DK004YUS 14"" Notebook - Full HD - 1920 x 1080 - AMD Ryzen 5 5625U Hexa-core (6 Core) 2.30 GHz - 16 GB Total RAM - 8 GB On-Board Memory - 256 GB SSD - Mineral Gray",773,2,amazon_laptop
"Skytech Archangel 3.0 Gaming PC Desktop  Intel Core i5 12600KF 3.7 GHz, RTX 3070, 1TB NVME SSD, 16G DDR4 3200, 650W Gold PSU, AC Wi-Fi, Windows 11 Home 64-bit","1,311",30,amazon_laptop
"Visual Land Tablet 10 Inch Android 11 Tablets, Prestige Elite 10QH Android 11 10.1 Inch HD IPS Tablet, 32GB Storage, 2GB RAM, Quad-Core Processor, with Protective Bumper Case - Black (2022 Release)",103,1,amazon_laptop
"Skytech Chronos Gaming PC Desktop  AMD Ryzen 5 5600X 3.7 GHz, RTX 3070, 1TB NVME SSD, 16G DDR4 3200, 650W GOLD PSU, AC Wi-Fi, Windows 10 Home 64-bit","1,699",2,amazon_laptop
"HP 2022 15.6"" FHD Laptop Computer, AMD Ryzen 5-5500U Processor(Beats Intel i7-1065G7), 8GB RAM, 256GB PCIe SSD, AMD Radeon Graphics, HD Webcam, Bluetooth, Wi-fi, Win 11, Blue, 32GB USB Card",458,9,amazon_laptop
"Dell Latitude 7000 7530 15.6"" Notebook - Full HD - 1920 x 1080 - Intel Core i7 12th Gen i7-1270P Dodeca-core (12 Core) 2.20 GHz - 16 GB Total RAM - 16 GB On-Board Memory - 512 GB SSD - Carbon Fiber -","1,956",,amazon_laptop
"Acer Aspire C24-1700-UR11 AIO Desktop | 23.8"" Full HD IPS Display | 12th Gen Intel Core i3-1215U | Intel UHD Graphics | 8GB DDR4 | 256GB NVMe M.2 SSD | Intel Wireless Wi-Fi 6 | Windows 11 Home",649,,amazon_laptop
"Acer Travelmate Spin P4, 14"" Full HD Touch, Intel i5-1135G7, 8GB DDR4, 512GB NVMe SSD, Thunderbolt 4, Intel Wi-Fi 6 AX201, Rechargeable Active, Fingerprint Reader, Win 10 Pro, TMP414RN-51-54JZ",933,,amazon_laptop
"Corsair ONE a200 Compact Gaming PC - AMD Ryzen 9 5900X CPU - NVIDIA® GeForce RTX 3080 Graphics - 32GB Vengeance LPX DDR4 Memory, 1TB, Windows 10 Home","2,547",,amazon_laptop
Dell Latitude 5400 Chrome CEL_2-4305U 4GB 64GB SS NT 1366x768 Chrome OS WLS 3C 14.0in,336,,amazon_laptop
"Lenovo ThinkPad L15 Gen 3 21C30050US 15.6"" Touchscreen Notebook - Full HD - 1920 x 1080 - Intel Core i5 12th Gen i5-1235U Deca-core (10 Core) - 8 GB Total RAM - 256 GB SSD - Thunder Black","1,037",,amazon_laptop
"ASUS Chromebook Enterprise Flip CX3, 14"" FHD Touchscreen, Intel Core i7-1160G7, 512GB SSD, 16GB RAM, Backlit Keyboard, Wi-Fi 6, Chrome OS w Chrome Enterprise Upgrade, CX3400FMA-GE762T-S","1,179",,amazon_laptop
HP Pro Mini 400 G9 Desktop Computer - Intel Core i5 12th Gen i5-12500T Hexa-core (6 Core) 2 GHz - 8 GB RAM DDR4 SDRAM - 512 GB M.2 PCI Express NVMe 4.0 x4 SSD - Mini PC - Black,924,,amazon_laptop
"HP EliteBook x360 830 G9 13.3"" Touchscreen Convertible 2 in 1 Notebook - WUXGA - 1920 x 1200 - Intel Core i5 12th Gen i5-1235U Deca-core (10 Core) - 16 GB Total RAM - 256 GB SSD","1,603",,amazon_laptop
"Body Glove Seaside Waterproof Floatable Backpack-White, One Size",56,,amazon_laptop
Core Innovations 14.1 Laptop with Windows 10 Home in S Mode - Red,149,,amazon_laptop
Lenovo ThinkCentre M70q Gen 3 11T300A4US Desktop Computer - Intel Core i5 12th Gen i5-12400T Hexa-core (6 Core) 1.80 GHz - 16 GB RAM DDR4 SDRAM - 256 GB NVMe M.2 PCI Express PCI Express NVMe 4.0 SSD -,872,,amazon_laptop
Dell OptiPlex 5000 Desktop Computer - Intel Core i5 12th Gen i5-12500 Hexa-core (6 Core) 3 GHz - 16 GB RAM DDR4 SDRAM - 256 GB M.2 PCI Express NVMe 3.0 x4 SSD - Small Form Factor - Black,979,16,amazon_laptop
"GIGABYTE U4 UD - 14.0"" Thin Bezel FHD IPS-Level i5-1155G7 Intel Iris Xe Graphics 512 GB PCIe SSD Win 11 Home Laptop (U4 UD-50US823SO)",950,23,amazon_laptop
ASUS Chromebook C403NA-YS02 14.0 inch Intel Celeron N3350 1.1GHz/ 4GB LPDDR4/ 32GB eMMC/ USB3.1/ Chrome OS Notebook (Dark Grey),300,4,amazon_laptop
"MSI GF63 15.6"" 144hz Gaming Laptop Intel Core i7-11800H RTX 3050 16GB 512GB NVMe SSD Win11 (11UC-262)","1,056",3,amazon_laptop
"Skytech Prism II Gaming PC Desktop  AMD Ryzen 9 3900X 3.8 GHz, RTX 3090, 1TB NVME Gen4 SSD, 32G DDR4 3600 RGB, 850W Gold PSU, 360mm AIO, AC Wi-Fi, Windows 10 Home 64-bit (Renewed Premium)","3,199",8,amazon_laptop
"Lenovo ThinkPad P14s Gen 3 21AK0029US 14"" Touchscreen Mobile Workstation - 3840 x 2400 - Intel Core i7 12th Gen i7-1280P 1.80 GHz - 32 GB Total RAM - 1 TB SSD - Black","2,624",6,amazon_laptop
"Lenovo ThinkPad X1 Yoga Gen 5 20UB001FUS 14"" Touchscreen 2 in 1 Notebook - 1920 x 1080 - Core i5 i5-10210U - 8 GB RAM - 256 GB SSD - Iron Gray - Windows 10 Pro 64-bit - Intel UHD Graphics - in-pl","1,335",76,amazon_laptop
Apple iPad (8th Gen.) - 32GB - WiFi + Cellular - Space Gray (Renewed Premium),360,9,amazon_laptop
"Lenovo 100E G3, Intel CELERON N4500 (1.10GHZ,), 11.6 1366 X 768 Non-Touch, CHRO",331,1,amazon_laptop
"Lenovo IdeaPad 3 15.6 FHD LED Gaming Laptop | 11th Gen Intel Core i5-11300H | NVIDIA GeForce RTX 3050 | Backlit Keyboard | Windows 11 | with USB3.0 HUB Bundle (Black, 8GB RAM | 256GB SSD)",699,14,amazon_laptop
"Lenovo IdeaPad 3 15.6 Laptop, AMD Ryzen 5 3500U 8GB Memory, 256GB SSD, Windows 10",459,3,amazon_laptop
"ASUS VivoBook S15 S533 Thin and Light Laptop, 15.6 FHD Display, Intel Core i5-1135G7 CPU, 8GB DDR4 RAM, 512GB PCIe SSD, Wi-Fi 6, Windows 11 Home, AI Noise-Cancellation, Dreamy White, S533EA-DH51-WH",729,117,amazon_laptop
"Lenovo ThinkPad X1 Carbon Gen 10 21CB0072US 14"" Touchscreen Notebook - WUXGA - 1920 x 1200 - Intel Core i7 12th Gen i7-1255U Deca-core (10 Core) - 16 GB Total RAM - 512 GB SSD - Black Paint","1,616",74,amazon_laptop
"ASUS Chromebook CX1, 11.6"" HD NanoEdge Display, Intel Celeron N4020 Processor, 64GB eMMC, 4GB RAM,Military Grade Standard  Chrome OS, Transparent Silver, CX1101CMA-DB44",239,8,amazon_laptop
"Dell Precision 7000 7670 16"" Mobile Workstation - Full HD Plus - 1920 x 1200 - Intel Core i7 12th Gen i7-12850HX Hexadeca-core (16 Core) 2.10 GHz - 32 GB Total RAM - 512 GB SSD - Aluminum Titan Gray","3,339",3,amazon_laptop
"HP 2022 14"" Flagship Laptop, Windows 11 OS, AMD Dual-Core Processor Up to 2.60 GHz, 4GB RAM, 64GB SSD, Webcam, Dale Black(Renewed)",189,,amazon_laptop
"ASUS ExpertCenter PN52 Mini PC Barebone with AMD 8-Core R7-5800H, Quad-4K displays, 7 x USB, up to 64GB DDR4 RAM, Triple Storage Design, WiFi 6E, Bluetooth, USB-C with VESA Mount",629,,amazon_laptop
"2022 HP Flagship Laptop, Intel Dual-Core Processor up to 2.65GHz, 15-inch, 4GB DDR4, 500GB Storage, Super-Fast WiFi, Windows 11, Dale Red (Renewed)",299,,amazon_laptop
"Dell OptiPlex 5000 5490 All-in-One Computer - Intel Core i5 10th Gen i5-10500T Hexa-core (6 Core) 2.30 GHz - 8 GB RAM DDR4 SDRAM - 256 GB M.2 PCI Express NVMe SSD - 23.8"" Full HD 1920 x 1080 -","1,489",,amazon_laptop
"ASUS ROG Gladius III Wired Gaming Mouse, 19K Optical Sensor, 19,000 DPI, 6 Programmable Buttons, RGB Lighting, ROG Switch Socket Design, Swappable Switches, Ergonomic, Black",96,,amazon_laptop
Comfolio Universal Black Fits All Panasonic Toughbook,81,,amazon_laptop
"Lenovo 300e Chromebook 2nd Gen 81MB0061US 11.6"" Touchscreen Chromebook - HD - 1366 x 768 - Intel Celeron N4120 Quad-core (4 Core) 1.10 GHz - 8 GB Total RAM - 8 GB On-Board Memory - 64 GB Flash Memory",270,,amazon_laptop
"HP Elite Dragonfly G3 13.5"" Touchscreen Notebook - WUXGA - 1920 x 1280 - Intel Core i7 i7-1265U - 16 GB Total RAM","2,272",,amazon_laptop
"Lenovo ThinkPad X13 Yoga Gen 3 21AW002MUS 13.3"" Touchscreen Convertible 2 in 1 Notebook - WUXGA - 1920 x 1200 - Intel Core i5 12th Gen i5-1235U Deca-core (10 Core) - 16 GB Total RAM - 16 GB On-Board","1,639","2,208",amazon_laptop
iPad (7th Gen.) - 32GB - WiFi - Silver (Renewed Premium),259,22,amazon_laptop
"MSI Summit E14 Evo 14.0"" FHD+ Ultra Thin Professional Laptop: Intel Core i5-1240P Iris Xe 16GB LPDDR5 512GB NVMe SSD, USB Type-C w/ PD Charging, Thunderbolt 4, TPM 2.0, Win 11 Pro: Ink Black A12M-026",980,659,amazon_laptop
"Dell Latitude 3000 3120 11.6"" Touchscreen Notebook - HD - 1366 x 768 - Intel Celeron N5100 Quad-core (4 Core) 2.80 GHz - 4 GB Total RAM - 128 GB SSD",426,3,amazon_laptop
HP Z2 G9 Workstation - 1 x Intel Core i9 Hexadeca-core (16 Core) i9-12900 12th Gen 2.10 GHz - 32 GB DDR5 SDRAM RAM - 1 TB SSD - Small Form Factor - Black,"1,897",5,amazon_laptop
Autel MaxiIM IM508 Key Programming Tablet,"1,467","1,677",amazon_laptop
"Lenovo 11.6"" HD IPS Touchscreen 2-in-1 Chromebook, Quad-Core MediaTek MT8173C (4C, 2X A72 + 2X A53), 4GB RAM, 32GB eMMC, 802.11ac WiFi, Bluetooth 4.2, HDMI, Type-C, Chrome OS",199,1,amazon_laptop
"HP EliteBook 840 G9 14"" Notebook - WUXGA - 1920 x 1200 - Intel Core i5 12th Gen i5-1245U Deca-core (10 Core) - 16 GB Total RAM - 512 GB SSD","1,399",1,amazon_laptop
ASUS PN41-S1-SYSF441PXFD N4500/4G/128SSD/W11/65W/VESA Mini PC,199,13,amazon_laptop
"ASUS ExpertCenter D500SC Small Form Factor Desktop PC, Intel Core i5-11400, 8GB DDR4 RAM, 512GB PCIe SSD, TPM, Windows 11 Professional, Black, D500SC-XH503",769,,amazon_laptop
"SAMSUNG 15.6 Galaxy Book2 Pro Laptop Computer|Windows 11 PRO | 16GB |256GB, 12th Gen Intel® Core i5-1240P Processor, Evo Certified, Lightweight, Silver (NP954XED-KB1US)","1,399",,amazon_laptop
"Acer Chromebook 15, Intel Celeron N3350, 15.6"" Full HD Touch, 4GB LPDDR4, 32GB Storage, Google Chrome, Pure Silver, CB515-1HT-C2AE, 15-15.99 Inches",299,,amazon_laptop
Intel NUC 10 Performance NUC10i7FNKN Barebone System - Mini PC - Socket BGA-1528-1 x Processor Support Core i7 10th Gen i7-10710U Hexa-core (6 Core),512,,amazon_laptop
"Dell Latitude 3000 3520 15.6"" Notebook - HD - 1399 x 768 - Intel Core i3 11th Gen i3-1115G4 Dual-core (2 Core) 3 GHz - 8 GB Total RAM - 256 GB SSD",711,,amazon_laptop
"Lenovo ThinkPad L15 Gen 3 21C30056US 15.6"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 12th Gen i5-1235U Deca-core (10 Core) - 8 GB Total RAM - 256 GB SSD - Thunder Black",997,,amazon_laptop
Apple iPad (7th Gen.) - 128GB - WiFi - Gold (Renewed Premium),310,,amazon_laptop
"Acer Porsche Design Book RS AP714-51T-59ZV, Thin & Light Intel Evo, 14"" FHD Touch, 11th Gen Core i5-1135G7, Intel Iris Xe Graphics, 8GB LPDDR4X, 512GB NVMe SSD, Intel Wi-Fi 6, FPR, Back-lit KB","1,399",,amazon_laptop
"HP Stream 14-inch Laptop, Intel Celeron N3060 Processor, 4 GB SDRAM Memory, 32 GB eMMC Storage, Windows 10 Home in S Mode with Office 365 Personal for one Year (14-cb030nr, Smoke Gray)",284,,amazon_laptop
"ASUS S501MD Desktop PC, Intel Core i7-12700, 8GB DDR4 RAM, 512GB PCIe SSD, Wi-Fi 6, Windows 11 Home, Black, S501MD-SB703",929,,amazon_laptop
"Lenovo THINKPAD X1 Yoga G6, Intel CORE I5-1135G7 (2.4GHZ, 8MB) 14 1920X1200 Touch, Wind","1,154",,amazon_laptop
"HP 2022 Flagship Chromebook, 14"" IPS Full HD(1920x1080) Screen with Anti-Glare, AMD Dual-Core Processor Up to 3.5 GHz, 4GB DDR4 Ram, 128GB SSD, Webcam, Chrome OS, Ash Gray (Renewed) (Ash Gray)",163,,amazon_laptop
"Dell Latitude 7000 7320 13.3"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 11th Gen i5-1140G7 Quad-core (4 Core) 1.80 GHz - 8 GB Total RAM - 256 GB SSD - Carbon Fiber","1,350",,amazon_laptop
"HP ZBook Fury G9 16"" Mobile Workstation - WUXGA - 1920 x 1200 - Intel Core i7 12th Gen i7-12850HX Octa-core (8 Core) - 32 GB Total RAM - 1 TB SSD","3,491",,amazon_laptop
Lenovo 500E CHROMEBOOK CEL 4GB 32GB CAM CRM,253,1,amazon_laptop
"Lenovo M90T G3 Tower,W10P,I7,16GB,512GB,3YR","1,493",6,amazon_laptop
"MSI MOD1412495 14"" I3-1215U/8/512/IRIS/W11 Laptop",499,51,amazon_laptop
HP Pro Mini 400 G9 Desktop Computer - Intel Core i5 12th Gen i5-12500T Hexa-core (6 Core) 2 GHz - 8 GB RAM DDR4 SDRAM - 256 GB M.2 PCI Express NVMe 4.0 x4 SSD - Mini PC - Black,698,145,amazon_laptop
"Dell Precision 7000 7770 17.3"" Mobile Workstation - Full HD - 1920 x 1080 - Intel Core i5 12th Gen i5-12600HX Dodeca-core (12 Core) 2.50 GHz - 16 GB Total RAM - 256 GB SSD - Aluminum Titan Gray","2,307",3,amazon_laptop
"ASUS PN80 Mini PC System with Intel Core i7-11700B, 16GB DDR4 RAM, M.2 PCIE G4 512GB SSD, WiFi 6E, Bluetooth, Thunderbolt 4, Windows 11 Pro (PN80-SYS715PXFD)","1,247",2,amazon_laptop
"Acer Chromebook 15 CB3-532-C8DF, Intel Celeron N3060, 15.6"" HD Display, 4GB LPDDR3, 16GB eMMC, 802.11ac WiFi 5, Google Chrome",227,1,amazon_laptop
"HP 2022 Newest Notebook 15 Laptop, 15.6"" Full HD Screen, Intel Celeron N4020 Processor, 16GB DDR4 Memory, 1TB SSD, Online Meeting Ready, Webcam, Type-C, RJ-45, HDMI, Windows 10 Home, Black",470,2,amazon_laptop
"MSI GE66 Raider 15.6"" QHD 240Hz Gaming Display, Intel Core i9-11980HK, NVIDIA GeForce RTX3070, 32GB, 1TB NVMe SSD, Win10, Titanium Blue (11UG-068)","2,684",7,amazon_laptop
"HP EliteBook 655 G9 15.6"" Touchscreen Notebook - Full HD - 1920 x 1080 - AMD Ryzen 7 PRO 5875U Octa-core (8 Core) 2 GHz - 32 GB Total RAM - 1 TB SSD","1,627",1,amazon_laptop
"HP mt46 14"" Thin Client Notebook - Full HD - 1920 x 1080 - AMD Ryzen 3 PRO 4450U Quad-core (4 Core) 2.50 GHz - 8 GB Total RAM - 128 GB SSD",976,5,amazon_laptop
"LG 34CN650N-6N 34 UltraWide FHD All-in-One Thin Client (2560 x 1080) with IPS Display, Quad-core Intel® Celeron J4105 Processor, USB Type-C",789,7,amazon_laptop
"Lenovo ThinkBook 14 G4 IAP 21DH00DCUS 14"" Touchscreen Notebook - Full HD - 1920 x 1080 - Intel Core i7 12th Gen i7-1255U Deca-core (10 Core) 1.70 GHz - 16 GB Total RAM - 8 GB On-Board Memory - 512 GB","1,056",,amazon_laptop
Dell Latitude 7420 2-in-1 I5 11-1135 G7 8GB 256GB SSD 14IN W10 WLS TCH,"1,208",,amazon_laptop
HP Z2 G9 Workstation - Intel Core i7 Dodeca-core (12 Core) i7-12700K 12th Gen 3.60 GHz - 32 GB DDR5 SDRAM RAM - 512 GB SSD - Tower,"1,828",,amazon_laptop
"iBUYPOWER Pro Gaming PC Computer Desktop Y60BI7N3801i (Intel i7-13700F 2.1 GHz, Nvidia GeForce RTX 3080 10GB, 16 GB 3200 MHz DDR4 RAM, 1TB NVMe SSD, WiFi Ready, Windows 11 Home)","1,949",,amazon_laptop
"ASUS Vivobook Go 12 L210 11.6"" Ultra Thin Laptop, Intel Celeron N4020 CPU, 4GB RAM, 128GB eMMC Storage, Windows 11 Home in S Mode with One Year of Office 365 Personal, Dreamy White, L210MA-DS04-W",246,,amazon_laptop
"ASUS AiO M3400 All-in-One Desktop PC, 23.8-inch Full HD Anti-Glare Touchscreen Display, AMD Ryzen 5 5625U Processor, 8GB DDR4 RAM, 512GB NVMe PCIe, Windows 11 Home, Kensington Lock, M3400WYA-DH503",799,,amazon_laptop
"GIGABYTE AERO 15 XC - 15.6"", Intel Core i7-10870H, NVIDIA GeForce RTX 3070 8 GB GDDR6 Laptop GPU, 16 GB RAM, 512 GB SSD, Win 10 Home, Creator & Gaming Laptop (AERO 15 XC-8US1130SH)","1,999",,amazon_laptop
"Lenovo ThinkPad P1 Gen 4 20Y30038US 16"" Touchscreen Mobile Workstation - WQUXGA - 3840 x 2400 - Intel Core i7 11th Gen i7-11800H Octa-core (8 Core) 2.30 GHz - 32 GB RAM - 1 TB SSD - Black","2,799",,amazon_laptop
"Acer Chromebook Enterprise Spin 514 CP514-3WH CP514-3WH-R8C7 14"" Touchscreen Convertible 2 in 1 Chromebook - Full HD - 1920 x 1080 - AMD Ryzen 7 5825C Octa-core (8 Core) 2 GHz - 16 GB Total RAM - 256",967,,amazon_laptop
"ASUS VivoBook S 15 OLED Slim Laptop, 15.6 FHD OLED Display, Intel Evo Platform, Intel Core i5-12500H CPU, 8GB RAM, 512GB SSD, Windows 11 Home, Indie Black, K3502ZA-DS51",899,,amazon_laptop
HP Pro SFF 400 G9 Desktop Computer - Intel Core i5 12th Gen i5-12500 Hexa-core (6 Core) 3 GHz - 8 GB RAM DDR4 SDRAM - 256 GB M.2 PCI Express NVMe SSD - Small Form Factor - Black,823,,amazon_laptop
"Lenovo ThinkPad T14 Gen 3 21AH00BPUS 14"" Notebook - WUXGA - 1920 x 1200 - Intel Core i5 12th Gen i5-1235U Deca-core (10 Core) - 16 GB Total RAM - 8 GB On-Board Memory - 512 GB SSD - Thunder Black","1,437",25,amazon_laptop
"HP Chromebook 14"" FHD Everyday Value Laptop (Intel Celeron N4000 2-Core, 4GB RAM, 64GB eMMC, Intel UHD 600, WiFi 6, Bluetooth 5.0, Webcam, 1xUSB 3.1, Chrome OS) with Hub",191,2,amazon_laptop
"Acer Swift 7 SF714-51T-M9H0 Ultra-Thin 8.98mm Laptop, 14"" Full HD Touch, 7th Gen Intel Core i7-7Y75, 8GB LPDDR3, 256GB PCIe NVMe SSD, 4G LTE, Windows 10","1,549",10,amazon_laptop
Dell Latitude 7420 2-in-1 I5 11-1145 G7 16GB 256GB SSD 14IN W10 WLS TCH,"1,743",11,amazon_laptop
"MSI Cubi 5 Mini PC, Intel Core i5-10210U, 8GB Memory, 250GB SSD, WiFi 6, BT 5.1, Windows 10 Home (10M-848US): Cubi 5 (BLK)",519,2,amazon_laptop
"Hyundai HyTab Plus Tablet 8LB1 8"" FHD Android Tablet IPS Display, Quad-Core Processor, Camera, WiFi & LTE,32GB Storage,2GB RAM Android 10 Go Edition - Black",379,16,amazon_laptop
"Lenovo IdeaPad 3 15.6 Full HD Laptop, Intel Core i3-1115G4, 4GB RAM, 128GB SSD, Windows 11 in S Mode, Platinum Gray",969,1,amazon_laptop
"HP Pavilion 15.6"" Gaming Laptop AMD Ryzen 7-4800H 12GB RAM 512GB SSD PCIe NVMe M.2 GTX 1660Ti 6GB","1,405",4,amazon_laptop
"iBUYPOWER Pro Gaming PC Computer Desktop SlateMR 236i (Intel i5-12600KF 3.7GHz, GeForce RTX 3060 12GB, 16GB DDR4 RGB RAM, 500 GB NVMe SSD + 1 TB HDD, WiFi Ready, Windows 11 Home)",617,20,amazon_laptop
"Dell Latitude 7000 7320 Rugged Tablet - 13"" Full HD Plus - Intel EVO Core i5 11th Gen i5-1140G7 Quad-core (4 Core) 1.80 GHz - 8 GB RAM - 256 GB SSD - Windows 10 Pro - Silver","1,388",58,amazon_laptop
"Lenovo ThinkBook 15p G2 ITH 21B1001LUS 15.6"" Notebook - UHD - 3840 x 2160 - Intel Core i7 11th Gen i7-11800H Octa-core (8 Core) 2.30 GHz - 16 GB RAM - 512 GB SSD - Mineral Gray","2,222",13,amazon_laptop
"MSI STEALTH1713019 17.3"" I9-13900H/16/1T/4070/W11 Laptop","1,450",5,amazon_laptop
